日期,商品(契約),商品名稱(契約名稱),到期月份(週別),交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2026/07/29,GX     ,可成期貨,202608  ,1,0,2560,110,2589,2599
2026/07/29,GX     ,可成期貨,999999  ,0,690,2939,953,2988,3003
2026/07/29,GX     ,可成期貨,999999  ,1,0,2939,63,2988,3003
2026/07/29,GY     ,強茂期貨,202608  ,0,1102,1839,1424,2534,2970
2026/07/29,GY     ,強茂期貨,202608  ,1,807,1839,807,2534,2970
2026/07/29,GY     ,強茂期貨,999999  ,0,1222,2077,1579,2800,3246
2026/07/29,GY     ,強茂期貨,999999  ,1,1012,2077,1012,2800,3246
2026/07/29,GZ     ,兆赫期貨,202608  ,0,399,569,501,593,601
2026/07/29,GZ     ,兆赫期貨,202608  ,1,349,561,423,568,601
2026/07/29,GZ     ,兆赫期貨,999999  ,0,426,629,537,658,671
2026/07/29,GZ     ,兆赫期貨,999999  ,1,376,629,450,636,671
2026/07/29,HA     ,瑞軒期貨,202608  ,0,646,1256,855,1273,1280
2026/07/29,HA     ,瑞軒期貨,202608  ,1,116,1256,213,1259,1280
2026/07/29,HA     ,瑞軒期貨,999999  ,0,646,1398,888,1422,1433
2026/07/29,HA     ,瑞軒期貨,999999  ,1,116,1398,276,1410,1433
2026/07/29,HB     ,華新科期貨,202608  ,0,2599,3959,3308,5227,6908
2026/07/29,HB     ,華新科期貨,202608  ,1,1040,3959,1169,5027,6908
2026/07/29,HB     ,華新科期貨,999999  ,0,2608,4029,3317,5298,7014
2026/07/29,HB     ,華新科期貨,999999  ,1,1049,4029,1178,5098,7014
2026/07/29,HC     ,宏達電期貨,202608  ,0,679,1411,946,1619,1664
2026/07/29,HC     ,宏達電期貨,202608  ,1,679,1261,724,1314,1664
2026/07/29,HC     ,宏達電期貨,999999  ,0,684,1546,964,1754,1812
2026/07/29,HC     ,宏達電期貨,999999  ,1,684,1396,731,1449,1812
2026/07/29,HH     ,中工期貨,202608  ,0,121,98,145,137,428
2026/07/29,HH     ,中工期貨,202608  ,1,38,88,47,105,428
2026/07/29,HH     ,中工期貨,999999  ,0,288,290,382,406,474
2026/07/29,HH     ,中工期貨,999999  ,1,38,242,48,358,474
2026/07/29,HI     ,冠德期貨,202608  ,0,55,88,80,97,97
2026/07/29,HI     ,冠德期貨,202608  ,1,26,80,33,85,97
2026/07/29,HI     ,冠德期貨,999999  ,0,85,138,125,148,149
2026/07/29,HI     ,冠德期貨,999999  ,1,16,130,33,137,149
2026/07/29,HL     ,興富發期貨,202608  ,0,328,513,429,533,534
2026/07/29,HL     ,興富發期貨,202608  ,1,283,513,309,524,534
2026/07/29,HL     ,興富發期貨,999999  ,0,451,553,564,671,687
2026/07/29,HL     ,興富發期貨,999999  ,1,283,553,297,611,687
2026/07/29,HO     ,華固期貨,202608  ,0,33,37,38,38,186
2026/07/29,HO     ,華固期貨,202608  ,1,31,36,31,36,186
2026/07/29,HO     ,華固期貨,999999  ,0,142,152,196,207,222
2026/07/29,HO     ,華固期貨,999999  ,1,45,134,65,144,222
2026/07/29,HQ     ,新興期貨,202608  ,0,253,632,369,708,720
2026/07/29,HQ     ,新興期貨,202608  ,1,0,632,0,708,720
2026/07/29,HQ     ,新興期貨,999999  ,0,253,637,369,715,729
2026/07/29,HQ     ,新興期貨,999999  ,1,0,637,0,715,729
2026/07/29,HS     ,長榮航期貨,202608  ,0,1430,2670,2205,3527,4335
2026/07/29,HS     ,長榮航期貨,202608  ,1,756,2235,943,3092,4335
2026/07/29,HS     ,長榮航期貨,999999  ,0,1430,2868,2280,3725,4539
2026/07/29,HS     ,長榮航期貨,999999  ,1,756,2343,943,3200,4539
2026/07/29,IA     ,臺企銀期貨,202608  ,0,287,190,296,274,298
2026/07/29,IA     ,臺企銀期貨,202608  ,1,176,135,176,208,298
2026/07/29,IA     ,臺企銀期貨,999999  ,0,438,516,584,600,624
2026/07/29,IA     ,臺企銀期貨,999999  ,1,338,461,338,534,624
2026/07/29,IH     ,農林期貨,202608  ,0,75,98,93,105,109
2026/07/29,IH     ,農林期貨,202608  ,1,9,89,9,93,109
2026/07/29,IH     ,農林期貨,999999  ,0,85,120,113,128,132
2026/07/29,IH     ,農林期貨,999999  ,1,0,114,9,116,132
2026/07/29,II     ,晶豪科期貨,202608  ,0,961,1154,1085,1372,1522
2026/07/29,II     ,晶豪科期貨,202608  ,1,366,1154,414,1372,1522
2026/07/29,II     ,晶豪科期貨,999999  ,0,961,1189,1092,1415,1579
2026/07/29,II     ,晶豪科期貨,999999  ,1,366,1189,414,1415,1579
2026/07/29,IJ     ,大立光期貨,202608  ,0,283,395,342,441,451
2026/07/29,IJ     ,大立光期貨,202608  ,1,186,395,220,438,451
2026/07/29,IJ     ,大立光期貨,999999  ,0,305,442,371,489,500
2026/07/29,IJ     ,大立光期貨,999999  ,1,205,442,232,486,500
2026/07/29,IM     ,亞光期貨,202608  ,0,1301,2142,1491,2156,2162
2026/07/29,IM     ,亞光期貨,202608  ,1,1301,2142,1334,2156,2162
2026/07/29,IM     ,亞光期貨,999999  ,0,1379,2306,1606,2343,2356
2026/07/29,IM     ,亞光期貨,999999  ,1,1250,2306,1308,2324,2356
2026/07/29,IO     ,聯詠期貨,202608  ,0,350,623,451,683,698
2026/07/29,IO     ,聯詠期貨,202608  ,1,289,623,327,683,698
2026/07/29,IO     ,聯詠期貨,999999  ,0,351,627,453,687,703
2026/07/29,IO     ,聯詠期貨,999999  ,1,289,627,327,687,703
2026/07/29,IP     ,智原期貨,202608  ,0,649,1565,857,1623,1636
2026/07/29,IP     ,智原期貨,202608  ,1,449,1483,627,1535,1636
2026/07/29,IP     ,智原期貨,999999  ,0,650,1597,871,1701,1721
2026/07/29,IP     ,智原期貨,999999  ,1,450,1515,601,1616,1721
2026/07/29,IQ     ,文曄期貨,202608  ,0,1060,1266,1246,1527,1606
2026/07/29,IQ     ,文曄期貨,202608  ,1,990,1266,1020,1527,1606
2026/07/29,IQ     ,文曄期貨,999999  ,0,1652,1714,1838,2094,2226
2026/07/29,IQ     ,文曄期貨,999999  ,1,1582,1714,1612,2094,2226
2026/07/29,IR     ,欣興期貨,202608  ,0,876,1800,1184,2619,3343
2026/07/29,IR     ,欣興期貨,202608  ,1,612,1800,670,2619,3343
2026/07/29,IR     ,欣興期貨,999999  ,0,1248,2133,1601,3209,4044
2026/07/29,IR     ,欣興期貨,999999  ,1,717,2133,784,3209,4044
2026/07/29,IT     ,晶技期貨,202608  ,0,2004,2177,2131,2453,2780
2026/07/29,IT     ,晶技期貨,202608  ,1,131,2177,158,2395,2780
2026/07/29,IT     ,晶技期貨,999999  ,0,2004,2222,2143,2498,2834
2026/07/29,IT     ,晶技期貨,999999  ,1,131,2222,184,2440,2834
2026/07/29,IX     ,景碩期貨,202608  ,0,953,1943,1227,2270,2569
2026/07/29,IX     ,景碩期貨,202608  ,1,133,1943,217,2270,2569
2026/07/29,IX     ,景碩期貨,999999  ,0,960,1992,1283,2345,2708
2026/07/29,IX     ,景碩期貨,999999  ,1,140,1992,273,2345,2708
2026/07/29,IY     ,新日興期貨,202608  ,0,1163,1927,1489,1975,2012
2026/07/29,IY     ,新日興期貨,202608  ,1,719,1927,747,1936,2012
2026/07/29,IY     ,新日興期貨,999999  ,0,1163,1956,1497,2020,2070
2026/07/29,IY     ,新日興期貨,999999  ,1,719,1956,747,1981,2070
2026/07/29,IZ     ,明泰期貨,202608  ,0,187,332,274,338,338
2026/07/29,IZ     ,明泰期貨,202608  ,1,88,329,128,330,338
2026/07/29,IZ     ,明泰期貨,999999  ,0,187,343,278,352,353
2026/07/29,IZ     ,明泰期貨,999999  ,1,88,343,128,344,353
2026/07/29,JB     ,創意期貨,202608  ,0,406,456,471,601,709
2026/07/29,JB     ,創意期貨,202608  ,1,183,456,208,601,709
2026/07/29,JB     ,創意期貨,999999  ,0,461,487,532,660,790
2026/07/29,JB     ,創意期貨,999999  ,1,185,487,216,660,790
2026/07/29,JF     ,嘉澤期貨,202608  ,0,27,34,36,41,41
2026/07/29,JF     ,嘉澤期貨,202608  ,1,20,34,24,41,41
2026/07/29,JF     ,嘉澤期貨,999999  ,0,28,34,39,44,45
2026/07/29,JF     ,嘉澤期貨,999999  ,1,21,34,28,44,45
2026/07/29,JM     ,健策期貨,202608  ,0,66,93,91,116,126
2026/07/29,JM     ,健策期貨,202608  ,1,6,93,12,116,126
2026/07/29,JM     ,健策期貨,999999  ,0,75,105,101,129,140
2026/07/29,JM     ,健策期貨,999999  ,1,15,105,21,129,140
2026/07/29,JN     ,TPK-KY期貨,202608  ,0,218,694,337,732,744
2026/07/29,JN     ,TPK-KY期貨,202608  ,1,76,694,128,720,744
2026/07/29,JN     ,TPK-KY期貨,999999  ,0,276,804,418,851,871
2026/07/29,JN     ,TPK-KY期貨,999999  ,1,134,804,198,843,871
2026/07/29,JP     ,大聯大期貨,202608  ,0,1129,1192,1293,1372,1488
2026/07/29,JP     ,大聯大期貨,202608  ,1,702,1192,733,1334,1488
2026/07/29,JP     ,大聯大期貨,999999  ,0,1160,1224,1334,1418,1540
2026/07/29,JP     ,大聯大期貨,999999  ,1,702,1224,733,1380,1540
2026/07/29,JS     ,和碩期貨,202608  ,0,392,471,454,567,621
2026/07/29,JS     ,和碩期貨,202608  ,1,392,443,392,539,621
2026/07/29,JS     ,和碩期貨,999999  ,0,403,477,471,589,656
2026/07/29,JS     ,和碩期貨,999999  ,1,378,449,399,561,656
2026/07/29,JW     ,長虹期貨,202608  ,0,38,46,51,52,52
2026/07/29,JW     ,長虹期貨,202608  ,1,5,46,6,51,52
2026/07/29,JW     ,長虹期貨,999999  ,0,215,257,248,266,266
2026/07/29,JW     ,長虹期貨,999999  ,1,0,257,5,265,266
2026/07/29,JX     ,群益證期貨,202608  ,0,177,241,200,242,242
2026/07/29,JX     ,群益證期貨,202608  ,1,124,228,131,228,242
2026/07/29,JX     ,群益證期貨,999999  ,0,177,245,202,247,247
2026/07/29,JX     ,群益證期貨,999999  ,1,124,232,128,232,247
2026/07/29,JZ     ,嘉聯益期貨,202608  ,0,477,689,569,714,716
2026/07/29,JZ     ,嘉聯益期貨,202608  ,1,223,323,235,336,716
2026/07/29,JZ     ,嘉聯益期貨,999999  ,0,488,693,580,728,738
2026/07/29,JZ     ,嘉聯益期貨,999999  ,1,223,327,235,352,738
2026/07/29,KA     ,瑞儀期貨,202608  ,0,196,495,271,547,568
2026/07/29,KA     ,瑞儀期貨,202608  ,1,123,448,140,500,568
2026/07/29,KA     ,瑞儀期貨,999999  ,0,202,546,291,611,641
2026/07/29,KA     ,瑞儀期貨,999999  ,1,123,499,160,564,641
2026/07/29,KB     ,聯茂期貨,202608  ,0,711,1300,956,1883,2128
2026/07/29,KB     ,聯茂期貨,202608  ,1,174,1300,229,1883,2128
2026/07/29,KB     ,聯茂期貨,999999  ,0,724,1437,1003,2042,2331
2026/07/29,KB     ,聯茂期貨,999999  ,1,246,1437,246,2042,2331
2026/07/29,KC     ,力成期貨,202608  ,0,1331,2089,1547,2493,2818
2026/07/29,KC     ,力成期貨,202608  ,1,1258,2089,1294,2493,2818
2026/07/29,KC     ,力成期貨,999999  ,0,1362,2146,1578,2560,2917
2026/07/29,KC     ,力成期貨,999999  ,1,1289,2146,1325,2560,2917
2026/07/29,KD     ,同欣電期貨,202608  ,0,431,652,479,725,764
2026/07/29,KD     ,同欣電期貨,202608  ,1,362,652,362,725,764
2026/07/29,KD     ,同欣電期貨,999999  ,0,440,667,492,745,795
2026/07/29,KD     ,同欣電期貨,999999  ,1,371,667,383,745,795
2026/07/29,KE     ,台表科期貨,202608  ,0,203,520,281,541,548
2026/07/29,KE     ,台表科期貨,202608  ,1,173,514,206,526,548
2026/07/29,KE     ,台表科期貨,999999  ,0,203,552,289,577,593
2026/07/29,KE     ,台表科期貨,999999  ,1,173,538,210,543,593
2026/07/29,KF     ,康舒期貨,202608  ,0,1608,2452,1936,2837,3025
2026/07/29,KF     ,康舒期貨,202608  ,1,860,2452,1006,2797,3025
2026/07/29,KF     ,康舒期貨,999999  ,0,2035,2977,2390,3362,3587
2026/07/29,KF     ,康舒期貨,999999  ,1,1287,2977,1433,3322,3587
2026/07/29,KG     ,啟碁期貨,202608  ,0,203,437,281,510,556
2026/07/29,KG     ,啟碁期貨,202608  ,1,142,437,142,510,556
2026/07/29,KG     ,啟碁期貨,999999  ,0,203,438,282,518,583
2026/07/29,KG     ,啟碁期貨,999999  ,1,142,438,142,507,583
2026/07/29,KI     ,台虹期貨,202608  ,0,2918,2881,3287,3436,4128
2026/07/29,KI     ,台虹期貨,202608  ,1,0,2881,185,3436,4128
2026/07/29,KI     ,台虹期貨,999999  ,0,2937,2966,3306,3533,4284
2026/07/29,KI     ,台虹期貨,999999  ,1,0,2966,185,3533,4284
2026/07/29,KK     ,達方期貨,202608  ,0,43,44,55,61,61
2026/07/29,KK     ,達方期貨,202608  ,1,24,44,32,56,61
2026/07/29,KK     ,達方期貨,999999  ,0,45,46,60,67,67
2026/07/29,KK     ,達方期貨,999999  ,1,24,46,32,62,67
2026/07/29,KL     ,寶成期貨,202608  ,0,237,390,329,455,492
2026/07/29,KL     ,寶成期貨,202608  ,1,70,390,83,443,492
2026/07/29,KL     ,寶成期貨,999999  ,0,237,399,336,464,502
2026/07/29,KL     ,寶成期貨,999999  ,1,70,399,83,452,502
2026/07/29,KO     ,宏全期貨,202608  ,0,87,95,98,108,109
2026/07/29,KO     ,宏全期貨,202608  ,1,16,95,20,106,109
2026/07/29,KO     ,宏全期貨,999999  ,0,120,122,132,143,145
2026/07/29,KO     ,宏全期貨,999999  ,1,13,122,18,141,145
2026/07/29,KP     ,潤泰新期貨,202608  ,0,183,312,242,357,365
2026/07/29,KP     ,潤泰新期貨,202608  ,1,58,312,70,352,365
2026/07/29,KP     ,潤泰新期貨,999999  ,0,612,763,686,831,849
2026/07/29,KP     ,潤泰新期貨,999999  ,1,40,763,70,831,849
2026/07/29,KS     ,聚陽期貨,202608  ,0,30,55,43,63,64
2026/07/29,KS     ,聚陽期貨,202608  ,1,4,55,7,60,64
2026/07/29,KS     ,聚陽期貨,999999  ,0,31,57,46,69,72
2026/07/29,KS     ,聚陽期貨,999999  ,1,4,57,7,64,72
2026/07/29,KU     ,台玻期貨,202608  ,0,4514,8120,6179,8176,8248
2026/07/29,KU     ,台玻期貨,202608  ,1,4514,8000,6179,8015,8248
2026/07/29,KU     ,台玻期貨,999999  ,0,4607,8957,6446,9082,9188
2026/07/29,KU     ,台玻期貨,999999  ,1,4607,8837,6446,8902,9188
2026/07/29,KW     ,廣宇期貨,202608  ,0,440,917,592,931,934
2026/07/29,KW     ,廣宇期貨,202608  ,1,318,897,448,908,934
2026/07/29,KW     ,廣宇期貨,999999  ,0,440,964,593,987,992
2026/07/29,KW     ,廣宇期貨,999999  ,1,318,944,449,964,992
2026/07/29,LB     ,健鼎期貨,202608  ,0,199,214,250,275,298
2026/07/29,LB     ,健鼎期貨,202608  ,1,178,214,178,275,298
2026/07/29,LB     ,健鼎期貨,999999  ,0,199,219,251,280,305
2026/07/29,LB     ,健鼎期貨,999999  ,1,178,219,178,280,305
2026/07/29,LC     ,台灣大期貨,202608  ,0,878,1069,1122,1186,1227
2026/07/29,LC     ,台灣大期貨,202608  ,1,878,890,1092,970,1227
2026/07/29,LC     ,台灣大期貨,999999  ,0,1626,1962,1958,2099,2143
2026/07/29,LC     ,台灣大期貨,999999  ,1,1626,1600,1928,1737,2143
2026/07/29,LE     ,玉晶光期貨,202608  ,0,143,196,181,218,229
2026/07/29,LE     ,玉晶光期貨,202608  ,1,118,168,135,182,229
2026/07/29,LE     ,玉晶光期貨,999999  ,0,143,196,181,223,239
2026/07/29,LE     ,玉晶光期貨,999999  ,1,118,168,135,190,239
2026/07/29,LI     ,台郡期貨,202608  ,0,264,644,360,689,696
2026/07/29,LI     ,台郡期貨,202608  ,1,213,454,234,499,696
2026/07/29,LI     ,台郡期貨,999999  ,0,264,655,366,731,742
2026/07/29,LI     ,台郡期貨,999999  ,1,213,465,234,539,742
2026/07/29,LM     ,美利達期貨,202608  ,0,189,317,263,351,380
2026/07/29,LM     ,美利達期貨,202608  ,1,58,213,78,227,380
2026/07/29,LM     ,美利達期貨,999999  ,0,190,320,264,355,385
2026/07/29,LM     ,美利達期貨,999999  ,1,58,216,78,235,385
2026/07/29,LO     ,合庫金期貨,202608  ,0,534,535,544,546,546
2026/07/29,LO     ,合庫金期貨,202608  ,1,429,535,431,542,546
2026/07/29,LO     ,合庫金期貨,999999  ,0,534,535,552,555,555
2026/07/29,LO     ,合庫金期貨,999999  ,1,429,535,437,542,555
2026/07/29,LQ     ,英業達期貨,202608  ,0,3572,5502,4516,5633,5709
2026/07/29,LQ     ,英業達期貨,202608  ,1,3572,5377,4351,5473,5709
2026/07/29,LQ     ,英業達期貨,999999  ,0,3667,5655,4611,5787,5886
2026/07/29,LQ     ,英業達期貨,999999  ,1,3667,5530,4446,5627,5886
2026/07/29,LR     ,凱基金期貨,202608  ,0,2244,2041,2298,2334,2441
2026/07/29,LR     ,凱基金期貨,202608  ,1,1855,2041,1855,2334,2441
2026/07/29,LR     ,凱基金期貨,999999  ,0,2598,2235,2652,2593,2802
2026/07/29,LR     ,凱基金期貨,999999  ,1,1855,2235,1855,2593,2802
2026/07/29,LT     ,遠傳期貨,202608  ,0,202,186,222,212,225
2026/07/29,LT     ,遠傳期貨,202608  ,1,161,186,174,206,225
2026/07/29,LT     ,遠傳期貨,999999  ,0,208,186,228,212,231
2026/07/29,LT     ,遠傳期貨,999999  ,1,167,186,180,206,231
2026/07/29,LU     ,臻鼎-KY期貨,202608  ,0,1092,2438,1490,3074,3419
2026/07/29,LU     ,臻鼎-KY期貨,202608  ,1,862,2438,950,3074,3419
2026/07/29,LU     ,臻鼎-KY期貨,999999  ,0,1227,2567,1701,3324,3914
2026/07/29,LU     ,臻鼎-KY期貨,999999  ,1,997,2567,1085,3324,3914
2026/07/29,LV     ,中租-KY期貨,202608  ,0,44,60,57,62,495
2026/07/29,LV     ,中租-KY期貨,202608  ,1,35,60,35,60,495
2026/07/29,LV     ,中租-KY期貨,999999  ,0,312,383,371,446,504
2026/07/29,LV     ,中租-KY期貨,999999  ,1,115,383,142,436,504
2026/07/29,LW     ,儒鴻期貨,202608  ,0,24,31,33,38,40
2026/07/29,LW     ,儒鴻期貨,202608  ,1,14,31,21,38,40
2026/07/29,LW     ,儒鴻期貨,999999  ,0,24,35,35,42,44
2026/07/29,LW     ,儒鴻期貨,999999  ,1,14,35,20,42,44
2026/07/29,LX     ,國巨期貨,202608  ,0,4192,7417,5450,9959,10961
2026/07/29,LX     ,國巨期貨,202608  ,1,2373,7417,2616,9959,10961
2026/07/29,LX     ,國巨期貨,999999  ,0,4334,7468,5689,10152,11303
2026/07/29,LX     ,國巨期貨,999999  ,1,2515,7468,2855,10152,11303
2026/07/29,LY     ,南電期貨,202608  ,0,715,1100,1090,1615,1952
2026/07/29,LY     ,南電期貨,202608  ,1,515,1100,592,1615,1952
2026/07/29,LY     ,南電期貨,999999  ,0,788,1166,1229,1816,2183
2026/07/29,LY     ,南電期貨,999999  ,1,524,1166,601,1816,2183
2026/07/29,M1F    ,臺灣中型100期貨,202608  ,0,478,450,483,478,483
2026/07/29,M1F    ,臺灣中型100期貨,202608  ,1,0,268,0,268,483
2026/07/29,M1F    ,臺灣中型100期貨,999999  ,0,585,549,590,584,592
2026/07/29,M1F    ,臺灣中型100期貨,999999  ,1,0,272,0,272,592
2026/07/29,MB     ,敬鵬期貨,202608  ,0,255,418,331,443,447
2026/07/29,MB     ,敬鵬期貨,202608  ,1,230,418,265,443,447
2026/07/29,MB     ,敬鵬期貨,999999  ,0,256,420,332,447,454
2026/07/29,MB     ,敬鵬期貨,999999  ,1,231,420,266,447,454
2026/07/29,MJ     ,致茂期貨,202608  ,0,105,139,157,187,211
2026/07/29,MJ     ,致茂期貨,202608  ,1,62,139,74,172,211
2026/07/29,MJ     ,致茂期貨,999999  ,0,118,151,171,211,245
2026/07/29,MJ     ,致茂期貨,999999  ,1,75,151,87,196,245
2026/07/29,MK     ,美律期貨,202608  ,0,113,303,156,341,344
2026/07/29,MK     ,美律期貨,202608  ,1,56,269,66,285,344
2026/07/29,MK     ,美律期貨,999999  ,0,128,304,174,363,376
2026/07/29,MK     ,美律期貨,999999  ,1,56,270,66,312,376
2026/07/29,MQ     ,矽格期貨,202608  ,0,269,622,384,693,714
2026/07/29,MQ     ,矽格期貨,202608  ,1,230,622,282,693,714
2026/07/29,MQ     ,矽格期貨,999999  ,0,284,686,425,764,793
2026/07/29,MQ     ,矽格期貨,999999  ,1,200,686,282,764,793
2026/07/29,MV     ,百和期貨,202608  ,0,102,163,131,169,169
2026/07/29,MV     ,百和期貨,202608  ,1,56,151,70,154,169
2026/07/29,MV     ,百和期貨,999999  ,0,129,192,163,207,207
2026/07/29,MV     ,百和期貨,999999  ,1,47,180,70,192,207
2026/07/29,MY     ,精華期貨,202608  ,0,8,8,8,8,8
2026/07/29,MY     ,精華期貨,202608  ,1,8,1,8,1,8
2026/07/29,MY     ,精華期貨,999999  ,0,10,8,10,10,10
2026/07/29,MY     ,精華期貨,999999  ,1,8,3,8,3,10
2026/07/29,NA     ,穩懋期貨,202608  ,0,2257,3475,2916,3847,4467
2026/07/29,NA     ,穩懋期貨,202608  ,1,666,3475,666,3797,4467
2026/07/29,NA     ,穩懋期貨,999999  ,0,2738,4120,3438,4497,5153
2026/07/29,NA     ,穩懋期貨,999999  ,1,397,4120,804,4447,5153
2026/07/29,NB     ,璟德期貨,202608  ,0,23,24,26,26,26
2026/07/29,NB     ,璟德期貨,202608  ,1,5,24,6,26,26
2026/07/29,NB     ,璟德期貨,999999  ,0,23,25,28,28,28
2026/07/29,NB     ,璟德期貨,999999  ,1,5,25,7,28,28
2026/07/29,NC     ,順達期貨,202608  ,0,50,70,66,107,120
2026/07/29,NC     ,順達期貨,202608  ,1,0,70,4,100,120
2026/07/29,NC     ,順達期貨,999999  ,0,50,70,67,111,126
2026/07/29,NC     ,順達期貨,999999  ,1,0,70,4,104,126
2026/07/29,ND     ,威剛期貨,202608  ,0,665,1423,1036,1774,2455
2026/07/29,ND     ,威剛期貨,202608  ,1,559,1017,697,1078,2455
2026/07/29,ND     ,威剛期貨,999999  ,0,665,1447,1036,1798,2581
2026/07/29,ND     ,威剛期貨,999999  ,1,559,1041,697,1102,2581
2026/07/29,NE     ,欣銓期貨,202608  ,0,250,384,308,464,498
2026/07/29,NE     ,欣銓期貨,202608  ,1,163,384,163,458,498
2026/07/29,NE     ,欣銓期貨,999999  ,0,260,392,318,472,513
2026/07/29,NE     ,欣銓期貨,999999  ,1,173,392,173,472,513
2026/07/29,NG     ,碩禾期貨,202608  ,0,165,241,202,249,252
2026/07/29,NG     ,碩禾期貨,202608  ,1,82,219,105,225,252
2026/07/29,NG     ,碩禾期貨,999999  ,0,172,254,210,267,271
2026/07/29,NG     ,碩禾期貨,999999  ,1,82,232,100,237,271
2026/07/29,NI     ,晟德期貨,202608  ,0,121,191,170,234,283
2026/07/29,NI     ,晟德期貨,202608  ,1,59,67,76,73,283
2026/07/29,NI     ,晟德期貨,999999  ,0,122,200,171,246,301
2026/07/29,NI     ,晟德期貨,999999  ,1,60,67,77,67,301
2026/07/29,NJ     ,榮剛期貨,202608  ,0,453,522,506,579,589
2026/07/29,NJ     ,榮剛期貨,202608  ,1,0,522,24,575,589
2026/07/29,NJ     ,榮剛期貨,999999  ,0,717,712,772,823,868
2026/07/29,NJ     ,榮剛期貨,999999  ,1,0,712,26,806,868
2026/07/29,NL     ,世界期貨,202608  ,0,2806,3236,3179,3868,4163
2026/07/29,NL     ,世界期貨,202608  ,1,2495,3236,2615,3868,4163
2026/07/29,NL     ,世界期貨,999999  ,0,2831,3237,3204,3917,4287
2026/07/29,NL     ,世界期貨,999999  ,1,2520,3237,2640,3917,4287
2026/07/29,NM     ,中光電期貨,202608  ,0,1346,2296,1595,2366,2390
2026/07/29,NM     ,中光電期貨,202608  ,1,1346,2272,1545,2328,2390
2026/07/29,NM     ,中光電期貨,999999  ,0,1366,2323,1617,2393,2427
2026/07/29,NM     ,中光電期貨,999999  ,1,1366,2299,1567,2355,2427
2026/07/29,NO     ,中美晶期貨,202608  ,0,659,1714,1001,2089,2356
2026/07/29,NO     ,中美晶期貨,202608  ,1,154,1714,154,2021,2356
2026/07/29,NO     ,中美晶期貨,999999  ,0,672,1755,1020,2138,2500
2026/07/29,NO     ,中美晶期貨,999999  ,1,157,1755,208,2070,2500
2026/07/29,NQ     ,新普期貨,202608  ,0,24,27,29,30,30
2026/07/29,NQ     ,新普期貨,202608  ,1,9,27,10,29,30
2026/07/29,NQ     ,新普期貨,999999  ,0,25,29,30,32,32
2026/07/29,NQ     ,新普期貨,999999  ,1,9,29,10,31,32
2026/07/29,NS     ,頎邦期貨,202608  ,0,4563,6054,5356,7342,8111
2026/07/29,NS     ,頎邦期貨,202608  ,1,3643,6054,3643,7342,8111
2026/07/29,NS     ,頎邦期貨,999999  ,0,4826,6361,5726,7898,8742
2026/07/29,NS     ,頎邦期貨,999999  ,1,3906,6361,4134,7898,8742
2026/07/29,NU     ,網家期貨,202608  ,0,28,30,32,32,32
2026/07/29,NU     ,網家期貨,202608  ,1,6,27,6,29,32
2026/07/29,NU     ,網家期貨,999999  ,0,28,31,34,34,34
2026/07/29,NU     ,網家期貨,999999  ,1,6,28,6,31,34
2026/07/29,NV     ,元太期貨,202608  ,0,826,1392,1062,1470,1502
2026/07/29,NV     ,元太期貨,202608  ,1,754,1392,855,1463,1502
2026/07/29,NV     ,元太期貨,999999  ,0,826,1398,1066,1487,1538
2026/07/29,NV     ,元太期貨,999999  ,1,754,1398,855,1487,1538
2026/07/29,NW     ,群聯期貨,202608  ,0,1354,1446,1570,2001,2352
2026/07/29,NW     ,群聯期貨,202608  ,1,361,1446,483,2001,2352
2026/07/29,NW     ,群聯期貨,999999  ,0,1439,1537,1662,2162,2553
2026/07/29,NW     ,群聯期貨,999999  ,1,510,1537,598,2162,2553
2026/07/29,NY     ,元大台灣50ETF期貨,202608  ,0,12410,16062,15487,19387,21495
2026/07/29,NY     ,元大台灣50ETF期貨,202608  ,1,12410,16062,14627,19387,21495
2026/07/29,NY     ,元大台灣50ETF期貨,999999  ,0,15680,19464,19443,23806,26499
2026/07/29,NY     ,元大台灣50ETF期貨,999999  ,1,15680,19464,18524,23806,26499
2026/07/29,OA     ,富邦上証ETF期貨,202608  ,0,694,665,700,696,700
2026/07/29,OA     ,富邦上証ETF期貨,202608  ,1,640,329,640,340,700
2026/07/29,OA     ,富邦上証ETF期貨,999999  ,0,698,675,710,706,710
2026/07/29,OA     ,富邦上証ETF期貨,999999  ,1,640,329,640,340,710
2026/07/29,OB     ,元大上證50ETF期貨,202608  ,0,20,20,20,20,20
2026/07/29,OB     ,元大上證50ETF期貨,202608  ,1,6,1,6,1,20
2026/07/29,OB     ,元大上證50ETF期貨,999999  ,0,38,38,38,38,38
2026/07/29,OB     ,元大上證50ETF期貨,999999  ,1,6,1,6,1,38
2026/07/29,OD     ,為升期貨,202608  ,0,93,250,154,254,254
2026/07/29,OD     ,為升期貨,202608  ,1,47,250,59,251,254
2026/07/29,OD     ,為升期貨,999999  ,0,102,295,165,299,299
2026/07/29,OD     ,為升期貨,999999  ,1,69,295,81,296,299
2026/07/29,OE     ,彩晶期貨,202608  ,0,3736,8908,5494,9127,9214
2026/07/29,OE     ,彩晶期貨,202608  ,1,3736,8408,4297,8472,9214
2026/07/29,OE     ,彩晶期貨,999999  ,0,3737,9018,5502,9237,9340
