日期,商品(契約),商品名稱(契約名稱),到期月份(週別),交易人類別,前五大交易人買方,前五大交易人賣方,前十大交易人買方,前十大交易人賣方,全市場未沖銷部位數
2026/07/29,OE     ,彩晶期貨,999999  ,1,3737,8518,4305,8582,9340
2026/07/29,OH     ,胡連期貨,202608  ,0,39,52,51,52,52
2026/07/29,OH     ,胡連期貨,202608  ,1,0,52,5,52,52
2026/07/29,OH     ,胡連期貨,999999  ,0,39,53,51,53,53
2026/07/29,OH     ,胡連期貨,999999  ,1,0,53,5,53,53
2026/07/29,OJ     ,國泰中國A50ETF期貨,202608  ,0,35,55,46,55,55
2026/07/29,OJ     ,國泰中國A50ETF期貨,202608  ,1,0,26,2,26,55
2026/07/29,OJ     ,國泰中國A50ETF期貨,999999  ,0,49,78,64,79,79
2026/07/29,OJ     ,國泰中國A50ETF期貨,999999  ,1,0,27,2,27,79
2026/07/29,OK     ,富邦深100ETF期貨,202608  ,0,503,531,528,538,538
2026/07/29,OK     ,富邦深100ETF期貨,202608  ,1,458,280,461,287,538
2026/07/29,OK     ,富邦深100ETF期貨,999999  ,0,526,570,568,586,586
2026/07/29,OK     ,富邦深100ETF期貨,999999  ,1,448,292,458,294,586
2026/07/29,OL     ,小型大立光期貨,202608  ,0,851,4562,1362,5245,5408
2026/07/29,OL     ,小型大立光期貨,202608  ,1,521,4225,865,4788,5408
2026/07/29,OL     ,小型大立光期貨,999999  ,0,931,4735,1442,5447,5800
2026/07/29,OL     ,小型大立光期貨,999999  ,1,530,4335,874,4907,5800
2026/07/29,OM     ,小型精華期貨,202608  ,0,15,16,16,16,16
2026/07/29,OM     ,小型精華期貨,202608  ,1,11,13,12,13,16
2026/07/29,OM     ,小型精華期貨,999999  ,0,15,16,16,16,16
2026/07/29,OM     ,小型精華期貨,999999  ,1,11,13,12,13,16
2026/07/29,OO     ,群益深証中小ETF期貨,202608  ,0,57,60,60,60,60
2026/07/29,OO     ,群益深証中小ETF期貨,202608  ,1,22,20,23,20,60
2026/07/29,OO     ,群益深証中小ETF期貨,999999  ,0,83,87,87,87,87
2026/07/29,OO     ,群益深証中小ETF期貨,999999  ,1,22,20,23,20,87
2026/07/29,OP     ,智邦期貨,202608  ,0,262,463,350,534,549
2026/07/29,OP     ,智邦期貨,202608  ,1,262,463,315,534,549
2026/07/29,OP     ,智邦期貨,999999  ,0,280,498,375,571,587
2026/07/29,OP     ,智邦期貨,999999  ,1,280,498,340,571,587
2026/07/29,OQ     ,樺漢期貨,202608  ,0,205,269,242,300,328
2026/07/29,OQ     ,樺漢期貨,202608  ,1,157,269,173,286,328
2026/07/29,OQ     ,樺漢期貨,999999  ,0,214,288,252,319,349
2026/07/29,OQ     ,樺漢期貨,999999  ,1,166,279,183,304,349
2026/07/29,OR     ,和大期貨,202608  ,0,203,371,275,391,393
2026/07/29,OR     ,和大期貨,202608  ,1,96,364,129,378,393
2026/07/29,OR     ,和大期貨,999999  ,0,223,457,313,477,480
2026/07/29,OR     ,和大期貨,999999  ,1,72,450,117,465,480
2026/07/29,OS     ,榮成期貨,202608  ,0,155,180,198,214,222
2026/07/29,OS     ,榮成期貨,202608  ,1,0,180,0,208,222
2026/07/29,OS     ,榮成期貨,999999  ,0,212,226,255,273,281
2026/07/29,OS     ,榮成期貨,999999  ,1,0,226,0,267,281
2026/07/29,OT     ,聯亞期貨,202608  ,0,162,292,228,339,1170
2026/07/29,OT     ,聯亞期貨,202608  ,1,162,292,187,333,1170
2026/07/29,OT     ,聯亞期貨,999999  ,0,1093,1004,1251,1271,1567
2026/07/29,OT     ,聯亞期貨,999999  ,1,465,1004,594,1271,1567
2026/07/29,OU     ,同致期貨,202608  ,0,12,12,12,12,12
2026/07/29,OU     ,同致期貨,202608  ,1,5,5,5,5,12
2026/07/29,OU     ,同致期貨,999999  ,0,12,12,12,12,12
2026/07/29,OU     ,同致期貨,999999  ,1,5,5,5,5,12
2026/07/29,OV     ,台燿期貨,202608  ,0,981,1080,1127,1538,1825
2026/07/29,OV     ,台燿期貨,202608  ,1,817,1080,817,1538,1825
2026/07/29,OV     ,台燿期貨,999999  ,0,1034,1175,1180,1638,1943
2026/07/29,OV     ,台燿期貨,999999  ,1,870,1175,870,1638,1943
2026/07/29,OW     ,環球晶期貨,202608  ,0,1231,1885,1491,2267,2614
2026/07/29,OW     ,環球晶期貨,202608  ,1,428,1885,477,2267,2614
2026/07/29,OW     ,環球晶期貨,999999  ,0,1237,1893,1504,2276,2647
2026/07/29,OW     ,環球晶期貨,999999  ,1,433,1893,489,2276,2647
2026/07/29,OX     ,精測期貨,202608  ,0,65,58,85,88,95
2026/07/29,OX     ,精測期貨,202608  ,1,48,45,48,75,95
2026/07/29,OX     ,精測期貨,999999  ,0,71,62,92,95,103
2026/07/29,OX     ,精測期貨,999999  ,1,54,48,54,81,103
2026/07/29,OY     ,小型精測期貨,202608  ,0,690,919,813,1008,1053
2026/07/29,OY     ,小型精測期貨,202608  ,1,391,919,421,998,1053
2026/07/29,OY     ,小型精測期貨,999999  ,0,753,966,876,1076,1121
2026/07/29,OY     ,小型精測期貨,999999  ,1,431,966,461,1066,1121
2026/07/29,OZ     ,日月光投控期貨,202608  ,0,1648,2115,2003,2813,3388
2026/07/29,OZ     ,日月光投控期貨,202608  ,1,1548,2115,1841,2813,3388
2026/07/29,OZ     ,日月光投控期貨,999999  ,0,1771,2294,2126,3076,3704
2026/07/29,OZ     ,日月光投控期貨,999999  ,1,1556,2294,1849,3076,3704
2026/07/29,PA     ,原相期貨,202608  ,0,103,200,151,216,224
2026/07/29,PA     ,原相期貨,202608  ,1,74,189,74,205,224
2026/07/29,PA     ,原相期貨,999999  ,0,108,217,158,236,245
2026/07/29,PA     ,原相期貨,999999  ,1,79,206,79,225,245
2026/07/29,PB     ,小型環球晶期貨,202608  ,0,5288,8570,5938,10568,10879
2026/07/29,PB     ,小型環球晶期貨,202608  ,1,5102,6466,5451,7984,10879
2026/07/29,PB     ,小型環球晶期貨,999999  ,0,5414,8803,6064,10913,11311
2026/07/29,PB     ,小型環球晶期貨,999999  ,1,5228,6683,5577,8313,11311
2026/07/29,PC     ,智擎期貨,202608  ,0,24,25,25,25,25
2026/07/29,PC     ,智擎期貨,202608  ,1,9,25,9,25,25
2026/07/29,PC     ,智擎期貨,999999  ,0,26,28,28,28,28
2026/07/29,PC     ,智擎期貨,999999  ,1,8,28,9,28,28
2026/07/29,PD     ,泰博期貨,202608  ,0,5,5,5,5,5
2026/07/29,PD     ,泰博期貨,202608  ,1,2,5,2,5,5
2026/07/29,PD     ,泰博期貨,999999  ,0,5,5,5,5,5
2026/07/29,PD     ,泰博期貨,999999  ,1,2,5,2,5,5
2026/07/29,PE     ,台半期貨,202608  ,0,598,1367,725,1508,1597
2026/07/29,PE     ,台半期貨,202608  ,1,489,1367,511,1490,1597
2026/07/29,PE     ,台半期貨,999999  ,0,612,1403,739,1564,1658
2026/07/29,PE     ,台半期貨,999999  ,1,503,1403,525,1546,1658
2026/07/29,PF     ,元大高股息ETF期貨,202608  ,0,223,348,269,383,398
2026/07/29,PF     ,元大高股息ETF期貨,202608  ,1,30,348,30,353,398
2026/07/29,PF     ,元大高股息ETF期貨,999999  ,0,254,517,341,571,600
2026/07/29,PF     ,元大高股息ETF期貨,999999  ,1,30,501,30,515,600
2026/07/29,PG     ,台灣高鐵期貨,202608  ,0,100,106,120,130,130
2026/07/29,PG     ,台灣高鐵期貨,202608  ,1,65,106,65,125,130
2026/07/29,PG     ,台灣高鐵期貨,999999  ,0,100,110,121,135,135
2026/07/29,PG     ,台灣高鐵期貨,999999  ,1,65,110,65,130,135
2026/07/29,PH     ,祥碩期貨,202608  ,0,159,377,220,378,378
2026/07/29,PH     ,祥碩期貨,202608  ,1,59,367,97,368,378
2026/07/29,PH     ,祥碩期貨,999999  ,0,159,377,220,379,379
2026/07/29,PH     ,祥碩期貨,999999  ,1,59,367,97,368,379
2026/07/29,PI     ,力旺期貨,202608  ,0,26,20,29,27,29
2026/07/29,PI     ,力旺期貨,202608  ,1,23,20,25,23,29
2026/07/29,PI     ,力旺期貨,999999  ,0,26,20,30,27,30
2026/07/29,PI     ,力旺期貨,999999  ,1,23,20,26,24,30
2026/07/29,PJ     ,台光電期貨,202608  ,0,157,196,204,260,298
2026/07/29,PJ     ,台光電期貨,202608  ,1,139,196,173,260,298
2026/07/29,PJ     ,台光電期貨,999999  ,0,176,221,223,285,323
2026/07/29,PJ     ,台光電期貨,999999  ,1,158,221,192,285,323
2026/07/29,PK     ,信昌電期貨,202608  ,0,1217,1964,1540,2456,2982
2026/07/29,PK     ,信昌電期貨,202608  ,1,556,1964,610,2356,2982
2026/07/29,PK     ,信昌電期貨,999999  ,0,1232,2080,1591,2587,3192
2026/07/29,PK     ,信昌電期貨,999999  ,1,570,2080,624,2487,3192
2026/07/29,PL     ,合晶期貨,202608  ,0,6101,8901,7652,11467,13987
2026/07/29,PL     ,合晶期貨,202608  ,1,0,8901,286,11467,13987
2026/07/29,PL     ,合晶期貨,999999  ,0,6101,8931,7652,11497,14339
2026/07/29,PL     ,合晶期貨,999999  ,1,0,8931,286,11497,14339
2026/07/29,PM     ,大江期貨,202608  ,0,9,11,11,11,11
2026/07/29,PM     ,大江期貨,202608  ,1,4,11,5,11,11
2026/07/29,PM     ,大江期貨,999999  ,0,14,16,17,17,17
2026/07/29,PM     ,大江期貨,999999  ,1,3,16,5,17,17
2026/07/29,PN     ,小型祥碩期貨,202608  ,0,1871,4195,2370,4409,4462
2026/07/29,PN     ,小型祥碩期貨,202608  ,1,883,4195,1125,4269,4462
2026/07/29,PN     ,小型祥碩期貨,999999  ,0,1872,4249,2371,4470,4553
2026/07/29,PN     ,小型祥碩期貨,999999  ,1,884,4249,1126,4330,4553
2026/07/29,PP     ,宣德期貨,202608  ,0,86,80,95,95,97
2026/07/29,PP     ,宣德期貨,202608  ,1,0,80,1,93,97
2026/07/29,PP     ,宣德期貨,999999  ,0,86,80,95,95,97
2026/07/29,PP     ,宣德期貨,999999  ,1,0,80,1,93,97
2026/07/29,PQ     ,金居期貨,202608  ,0,955,1929,1107,2056,2101
2026/07/29,PQ     ,金居期貨,202608  ,1,486,1929,486,2056,2101
2026/07/29,PQ     ,金居期貨,999999  ,0,1118,2347,1401,2492,2549
2026/07/29,PQ     ,金居期貨,999999  ,1,493,2347,562,2492,2549
2026/07/29,PR     ,宏捷科期貨,202608  ,0,120,159,144,197,215
2026/07/29,PR     ,宏捷科期貨,202608  ,1,98,159,98,197,215
2026/07/29,PR     ,宏捷科期貨,999999  ,0,122,162,149,206,229
2026/07/29,PR     ,宏捷科期貨,999999  ,1,107,162,107,206,229
2026/07/29,PS     ,神達期貨,202608  ,0,3317,5003,3801,5043,5043
2026/07/29,PS     ,神達期貨,202608  ,1,3167,5003,3651,5037,5043
2026/07/29,PS     ,神達期貨,999999  ,0,3321,5286,3876,5383,5389
2026/07/29,PS     ,神達期貨,999999  ,1,3321,5286,3726,5372,5389
2026/07/29,PT     ,雙鴻期貨,202608  ,0,310,627,394,647,654
2026/07/29,PT     ,雙鴻期貨,202608  ,1,220,627,270,644,654
2026/07/29,PT     ,雙鴻期貨,999999  ,0,610,1114,841,1148,1163
2026/07/29,PT     ,雙鴻期貨,999999  ,1,225,1114,225,1148,1163
2026/07/29,PU     ,小型聯發科期貨,202608  ,0,4263,13467,6089,14457,14960
2026/07/29,PU     ,小型聯發科期貨,202608  ,1,3303,13467,4689,14190,14960
2026/07/29,PU     ,小型聯發科期貨,999999  ,0,4416,14357,6242,15521,16542
2026/07/29,PU     ,小型聯發科期貨,999999  ,1,3456,14357,4842,15081,16542
2026/07/29,PV     ,緯穎期貨,202608  ,0,499,564,615,657,675
2026/07/29,PV     ,緯穎期貨,202608  ,1,188,564,241,657,675
2026/07/29,PV     ,緯穎期貨,999999  ,0,792,928,949,1043,1067
2026/07/29,PV     ,緯穎期貨,999999  ,1,172,928,242,1043,1067
2026/07/29,PW     ,小型緯穎期貨,202608  ,0,3500,3801,3949,5076,5745
2026/07/29,PW     ,小型緯穎期貨,202608  ,1,1990,3801,2162,4696,5745
2026/07/29,PW     ,小型緯穎期貨,999999  ,0,4146,4515,4717,5988,6830
2026/07/29,PW     ,小型緯穎期貨,999999  ,1,1972,3935,2215,5408,6830
2026/07/29,PX     ,鈊象期貨,202608  ,0,29,49,41,54,54
2026/07/29,PX     ,鈊象期貨,202608  ,1,22,44,24,46,54
2026/07/29,PX     ,鈊象期貨,999999  ,0,32,57,46,63,63
2026/07/29,PX     ,鈊象期貨,999999  ,1,19,52,22,55,63
2026/07/29,PY     ,小型鈊象期貨,202608  ,0,236,813,339,1021,1026
2026/07/29,PY     ,小型鈊象期貨,202608  ,1,66,733,86,911,1026
2026/07/29,PY     ,小型鈊象期貨,999999  ,0,243,846,352,1071,1091
2026/07/29,PY     ,小型鈊象期貨,999999  ,1,73,746,73,941,1091
2026/07/29,PZ     ,信驊期貨,202608  ,0,5,5,5,5,8
2026/07/29,PZ     ,信驊期貨,202608  ,1,1,5,1,5,8
2026/07/29,PZ     ,信驊期貨,999999  ,0,7,8,8,8,8
2026/07/29,PZ     ,信驊期貨,999999  ,1,1,8,1,8,8
2026/07/29,QA     ,小型信驊期貨,202608  ,0,118,196,183,247,367
2026/07/29,QA     ,小型信驊期貨,202608  ,1,19,156,28,179,367
2026/07/29,QA     ,小型信驊期貨,999999  ,0,127,221,200,303,383
2026/07/29,QA     ,小型信驊期貨,999999  ,1,19,181,19,235,383
2026/07/29,QB     ,富采期貨,202608  ,0,289,521,390,563,570
2026/07/29,QB     ,富采期貨,202608  ,1,152,521,194,558,570
2026/07/29,QB     ,富采期貨,999999  ,0,289,558,393,600,609
2026/07/29,QB     ,富采期貨,999999  ,1,152,558,195,597,609
2026/07/29,QC     ,裕民期貨,202608  ,0,237,330,296,386,417
2026/07/29,QC     ,裕民期貨,202608  ,1,65,330,65,386,417
2026/07/29,QC     ,裕民期貨,999999  ,0,237,333,297,396,431
2026/07/29,QC     ,裕民期貨,999999  ,1,65,333,65,396,431
2026/07/29,QD     ,台勝科期貨,202608  ,0,651,1129,804,1178,1216
2026/07/29,QD     ,台勝科期貨,202608  ,1,378,1097,424,1130,1216
2026/07/29,QD     ,台勝科期貨,999999  ,0,657,1218,816,1267,1312
2026/07/29,QD     ,台勝科期貨,999999  ,1,380,1186,450,1219,1312
2026/07/29,QE     ,小型國巨期貨,202608  ,0,8807,23468,9717,24431,25217
2026/07/29,QE     ,小型國巨期貨,202608  ,1,8807,19826,9193,20537,25217
2026/07/29,QE     ,小型國巨期貨,999999  ,0,8812,23882,9885,25307,26623
2026/07/29,QE     ,小型國巨期貨,999999  ,1,8812,20180,9414,21385,26623
2026/07/29,QF     ,小型台積電期貨,202608  ,0,3166,58529,4354,64559,67682
2026/07/29,QF     ,小型台積電期貨,202608  ,1,2632,50059,2632,54269,67682
2026/07/29,QF     ,小型台積電期貨,999999  ,0,5675,90330,7832,97553,106277
2026/07/29,QF     ,小型台積電期貨,999999  ,1,4655,81260,4655,86663,106277
2026/07/29,QG     ,小型瑞昱期貨,202608  ,0,4489,5299,4730,5474,5539
2026/07/29,QG     ,小型瑞昱期貨,202608  ,1,4388,3756,4552,3889,5539
2026/07/29,QG     ,小型瑞昱期貨,999999  ,0,4537,5445,4849,5627,5726
2026/07/29,QG     ,小型瑞昱期貨,999999  ,1,4406,3902,4570,4049,5726
2026/07/29,QH     ,小型聯詠期貨,202608  ,0,3215,3719,3427,4082,4197
2026/07/29,QH     ,小型聯詠期貨,202608  ,1,3215,2711,3398,2841,4197
2026/07/29,QH     ,小型聯詠期貨,999999  ,0,3322,3844,3534,4218,4363
2026/07/29,QH     ,小型聯詠期貨,999999  ,1,3322,2713,3505,2845,4363
2026/07/29,QI     ,小型穩懋期貨,202608  ,0,9809,11266,10145,12015,12444
2026/07/29,QI     ,小型穩懋期貨,202608  ,1,9609,10004,9609,10753,12444
2026/07/29,QI     ,小型穩懋期貨,999999  ,0,10084,11568,10438,12321,12943
2026/07/29,QI     ,小型穩懋期貨,999999  ,1,9884,10306,9884,11059,12943
2026/07/29,QJ     ,小型玉晶光期貨,202608  ,0,1786,2408,2000,2512,2542
2026/07/29,QJ     ,小型玉晶光期貨,202608  ,1,1196,2408,1341,2492,2542
2026/07/29,QJ     ,小型玉晶光期貨,999999  ,0,2013,2673,2254,2814,2873
2026/07/29,QJ     ,小型玉晶光期貨,999999  ,1,1312,2673,1517,2774,2873
2026/07/29,QK     ,永豐餘期貨,202608  ,0,93,97,106,109,109
2026/07/29,QK     ,永豐餘期貨,202608  ,1,42,97,47,108,109
2026/07/29,QK     ,永豐餘期貨,999999  ,0,93,98,106,110,110
2026/07/29,QK     ,永豐餘期貨,999999  ,1,42,98,47,109,110
2026/07/29,QL     ,精材期貨,202608  ,0,3725,3564,4520,4907,6346
2026/07/29,QL     ,精材期貨,202608  ,1,730,3564,860,4907,6346
2026/07/29,QL     ,精材期貨,999999  ,0,3786,3671,4590,5034,6509
2026/07/29,QL     ,精材期貨,999999  ,1,754,3671,893,5034,6509
2026/07/29,QM     ,小型上銀期貨,202608  ,0,618,854,710,1133,1180
2026/07/29,QM     ,小型上銀期貨,202608  ,1,588,554,605,833,1180
2026/07/29,QM     ,小型上銀期貨,999999  ,0,619,871,722,1167,1224
2026/07/29,QM     ,小型上銀期貨,999999  ,1,589,571,608,867,1224
2026/07/29,QN     ,小型群聯期貨,202608  ,0,4217,13576,5142,14282,14942
2026/07/29,QN     ,小型群聯期貨,202608  ,1,457,13176,651,13882,14942
2026/07/29,QN     ,小型群聯期貨,999999  ,0,4252,14102,5289,15077,16120
2026/07/29,QN     ,小型群聯期貨,999999  ,1,482,13702,676,14457,16120
2026/07/29,QO     ,長興期貨,202608  ,0,676,1709,1002,1780,2107
2026/07/29,QO     ,長興期貨,202608  ,1,676,1709,733,1761,2107
2026/07/29,QO     ,長興期貨,999999  ,0,772,1993,1157,2151,2237
2026/07/29,QO     ,長興期貨,999999  ,1,486,1919,733,2062,2237
2026/07/29,QP     ,正隆期貨,202608  ,0,130,142,145,147,147
2026/07/29,QP     ,正隆期貨,202608  ,1,22,142,27,142,147
2026/07/29,QP     ,正隆期貨,999999  ,0,179,178,194,195,196
2026/07/29,QP     ,正隆期貨,999999  ,1,22,178,27,185,196
2026/07/29,QQ     ,僑威期貨,202608  ,0,64,84,80,86,86
2026/07/29,QQ     ,僑威期貨,202608  ,1,32,19,41,19,86
2026/07/29,QQ     ,僑威期貨,999999  ,0,64,85,82,88,88
2026/07/29,QQ     ,僑威期貨,999999  ,1,32,20,41,21,88
2026/07/29,QR     ,小型華碩期貨,202608  ,0,2267,2513,2402,2915,3084
2026/07/29,QR     ,小型華碩期貨,202608  ,1,923,2395,960,2797,3084
2026/07/29,QR     ,小型華碩期貨,999999  ,0,2340,2697,2495,3107,3283
2026/07/29,QR     ,小型華碩期貨,999999  ,1,923,2697,995,2989,3283
2026/07/29,QS     ,小型南電期貨,202608  ,0,2960,6085,3409,7106,7698
2026/07/29,QS     ,小型南電期貨,202608  ,1,2792,6085,3024,6625,7698
2026/07/29,QS     ,小型南電期貨,999999  ,0,3201,6533,3650,7586,8280
2026/07/29,QS     ,小型南電期貨,999999  ,1,3033,6533,3265,7105,8280
2026/07/29,QT     ,超豐期貨,202608  ,0,217,657,340,664,667
2026/07/29,QT     ,超豐期貨,202608  ,1,70,655,116,658,667
2026/07/29,QT     ,超豐期貨,999999  ,0,217,668,340,677,682
2026/07/29,QT     ,超豐期貨,999999  ,1,70,668,116,671,682
2026/07/29,QU     ,南茂期貨,202608  ,0,1056,1760,1296,2276,2470
2026/07/29,QU     ,南茂期貨,202608  ,1,856,1760,856,2276,2470
2026/07/29,QU     ,南茂期貨,999999  ,0,1181,1881,1462,2434,2725
2026/07/29,QU     ,南茂期貨,999999  ,1,1033,1881,1033,2434,2725
2026/07/29,QV     ,光罩期貨,202608  ,0,95,169,128,175,175
2026/07/29,QV     ,光罩期貨,202608  ,1,54,169,70,169,175
2026/07/29,QV     ,光罩期貨,999999  ,0,96,173,129,182,182
2026/07/29,QV     ,光罩期貨,999999  ,1,55,173,71,176,182
2026/07/29,QW     ,威盛期貨,202608  ,0,498,1235,800,1257,1268
2026/07/29,QW     ,威盛期貨,202608  ,1,96,1201,251,1207,1268
2026/07/29,QW     ,威盛期貨,999999  ,0,510,1424,856,1447,1463
2026/07/29,QW     ,威盛期貨,999999  ,1,195,1390,307,1396,1463
2026/07/29,QX     ,萬海期貨,202608  ,0,1792,2921,2033,2970,2986
2026/07/29,QX     ,萬海期貨,202608  ,1,1792,2897,1905,2903,2986
2026/07/29,QX     ,萬海期貨,999999  ,0,1907,3343,2262,3395,3415
2026/07/29,QX     ,萬海期貨,999999  ,1,1727,3319,1992,3325,3415
2026/07/29,QY     ,高端疫苗期貨,202608  ,0,733,640,776,807,822
2026/07/29,QY     ,高端疫苗期貨,202608  ,1,106,501,115,561,822
2026/07/29,QY     ,高端疫苗期貨,999999  ,0,750,731,859,910,928
2026/07/29,QY     ,高端疫苗期貨,999999  ,1,106,592,106,652,928
2026/07/29,QZ     ,力積電期貨,202608  ,0,4961,14598,7191,15099,15331
2026/07/29,QZ     ,力積電期貨,202608  ,1,1129,14598,2976,15071,15331
2026/07/29,QZ     ,力積電期貨,999999  ,0,4961,15048,7191,15599,15914
2026/07/29,QZ     ,力積電期貨,999999  ,1,1129,15048,2976,15599,15914
2026/07/29,RA     ,奇鋐期貨,202608  ,0,320,446,409,558,641
2026/07/29,RA     ,奇鋐期貨,202608  ,1,262,446,262,558,641
2026/07/29,RA     ,奇鋐期貨,999999  ,0,475,548,609,739,878
2026/07/29,RA     ,奇鋐期貨,999999  ,1,217,548,274,739,878
2026/07/29,RB     ,中磊期貨,202608  ,0,176,345,240,396,416
2026/07/29,RB     ,中磊期貨,202608  ,1,0,345,32,396,416
2026/07/29,RB     ,中磊期貨,999999  ,0,193,348,265,431,455
2026/07/29,RB     ,中磊期貨,999999  ,1,0,348,32,431,455
2026/07/29,RC     ,漢翔期貨,202608  ,0,488,1321,669,1412,1479
2026/07/29,RC     ,漢翔期貨,202608  ,1,388,1046,481,1112,1479
2026/07/29,RC     ,漢翔期貨,999999  ,0,488,1341,669,1439,1529
2026/07/29,RC     ,漢翔期貨,999999  ,1,388,1066,481,1139,1529
2026/07/29,RD     ,中天期貨,202608  ,0,57,79,73,79,79
2026/07/29,RD     ,中天期貨,202608  ,1,0,79,3,79,79
2026/07/29,RD     ,中天期貨,999999  ,0,57,80,74,81,81
2026/07/29,RD     ,中天期貨,999999  ,1,0,80,4,81,81
2026/07/29,RE     ,新唐期貨,202608  ,0,786,2125,1096,2155,2172
2026/07/29,RE     ,新唐期貨,202608  ,1,786,2098,850,2101,2172
2026/07/29,RE     ,新唐期貨,999999  ,0,843,2474,1190,2541,2569
2026/07/29,RE     ,新唐期貨,999999  ,1,843,2474,1043,2474,2569
2026/07/29,RF     ,小型嘉澤期貨,202608  ,0,342,508,465,677,711
2026/07/29,RF     ,小型嘉澤期貨,202608  ,1,189,508,208,677,711
2026/07/29,RF     ,小型嘉澤期貨,999999  ,0,342,508,465,692,736
2026/07/29,RF     ,小型嘉澤期貨,999999  ,1,189,508,208,692,736
2026/07/29,RG     ,小型健策期貨,202608  ,0,556,1187,739,1549,1675
2026/07/29,RG     ,小型健策期貨,202608  ,1,0,1187,40,1492,1675
2026/07/29,RG     ,小型健策期貨,999999  ,0,598,1242,797,1648,1831
2026/07/29,RG     ,小型健策期貨,999999  ,1,86,1242,126,1548,1831
2026/07/29,RHF    ,美元兌人民幣期貨,202608  ,0,60,60,60,60,60
2026/07/29,RHF    ,美元兌人民幣期貨,202608  ,1,60,0,60,0,60
2026/07/29,RHF    ,美元兌人民幣期貨,999999  ,0,161,161,161,161,161
2026/07/29,RHF    ,美元兌人民幣期貨,999999  ,1,60,0,60,0,161
2026/07/29,RI     ,國泰永續高股息ETF期貨,202608  ,0,331,373,359,377,377
2026/07/29,RI     ,國泰永續高股息ETF期貨,202608  ,1,233,278,233,278,377
2026/07/29,RI     ,國泰永續高股息ETF期貨,999999  ,0,373,548,466,569,572
2026/07/29,RI     ,國泰永續高股息ETF期貨,999999  ,1,233,319,233,324,572
2026/07/29,RJ     ,大亞期貨,202608  ,0,147,209,186,263,278
2026/07/29,RJ     ,大亞期貨,202608  ,1,30,209,40,253,278
2026/07/29,RJ     ,大亞期貨,999999  ,0,180,259,227,314,329
2026/07/29,RJ     ,大亞期貨,999999  ,1,16,259,40,304,329
2026/07/29,RK     ,金像電期貨,202608  ,0,611,415,653,610,768
2026/07/29,RK     ,金像電期貨,202608  ,1,596,415,603,580,768
2026/07/29,RK     ,金像電期貨,999999  ,0,623,437,674,633,797
2026/07/29,RK     ,金像電期貨,999999  ,1,588,437,610,603,797
2026/07/29,RL     ,元晶期貨,202609  ,0,474,992,596,1013,1027
2026/07/29,RL     ,元晶期貨,202609  ,1,249,791,277,798,1027
2026/07/29,RL     ,元晶期貨,999999  ,0,476,992,598,1016,1036
2026/07/29,RL     ,元晶期貨,999999  ,1,251,791,279,801,1036
2026/07/29,RN     ,合一期貨,202608  ,0,65,135,96,139,139
2026/07/29,RN     ,合一期貨,202608  ,1,0,135,0,139,139
2026/07/29,RN     ,合一期貨,999999  ,0,82,177,121,186,186
2026/07/29,RN     ,合一期貨,999999  ,1,0,177,0,185,186
2026/07/29,RO     ,立端期貨,202608  ,0,16,18,19,19,19
2026/07/29,RO     ,立端期貨,202608  ,1,15,18,15,18,19
2026/07/29,RO     ,立端期貨,999999  ,0,17,22,23,24,24
2026/07/29,RO     ,立端期貨,999999  ,1,15,22,15,23,24
2026/07/29,RP     ,寶雅期貨,202608  ,0,9,9,9,9,9
2026/07/29,RP     ,寶雅期貨,202608  ,1,0,9,0,9,9
2026/07/29,RP     ,寶雅期貨,999999  ,0,10,10,10,10,10
2026/07/29,RP     ,寶雅期貨,999999  ,1,0,10,0,10,10
2026/07/29,RR     ,小型寶雅期貨,202608  ,0,111,121,130,138,146
2026/07/29,RR     ,小型寶雅期貨,202608  ,1,88,121,88,124,146
2026/07/29,RR     ,小型寶雅期貨,999999  ,0,134,147,157,166,176
2026/07/29,RR     ,小型寶雅期貨,999999  ,1,117,117,117,124,176
2026/07/29,RS     ,小型力旺期貨,202608  ,0,494,765,723,971,1021
2026/07/29,RS     ,小型力旺期貨,202608  ,1,232,633,298,839,1021
2026/07/29,RS     ,小型力旺期貨,999999  ,0,495,775,724,990,1043
2026/07/29,RS     ,小型力旺期貨,999999  ,1,233,643,299,858,1043
2026/07/29,RTF    ,小型美元兌人民幣期貨,202608  ,0,0,0,0,0,0
2026/07/29,RTF    ,小型美元兌人民幣期貨,202608  ,1,0,0,0,0,0
2026/07/29,RTF    ,小型美元兌人民幣期貨,999999  ,0,27,27,27,27,27
2026/07/29,RTF    ,小型美元兌人民幣期貨,999999  ,1,0,0,0,0,27
2026/07/29,RU     ,世紀鋼期貨,202608  ,0,89,284,137,290,290
2026/07/29,RU     ,世紀鋼期貨,202608  ,1,12,274,21,278,290
2026/07/29,RU     ,世紀鋼期貨,999999  ,0,190,396,244,405,408
2026/07/29,RU     ,世紀鋼期貨,999999  ,1,0,386,22,393,408
2026/07/29,RV     ,小型台達電期貨,202608  ,0,6303,10839,6995,13560,13990
2026/07/29,RV     ,小型台達電期貨,202608  ,1,5843,8640,6085,11361,13990
2026/07/29,RV     ,小型台達電期貨,999999  ,0,6566,11739,7380,14556,15281
2026/07/29,RV     ,小型台達電期貨,999999  ,1,6106,9539,6448,12356,15281
2026/07/29,RW     ,小型創意期貨,202608  ,0,2370,3915,2732,4728,4888
